Gender,Race_Ethnicity,Parental_Level_of_Education,Lunch,Test_Preparation,Maths_Score,Reading_Score,Writing_Score
Male,Group D,high school,Standard,Completed,32,86,47
Female,Group B,bachelor's degree,Standard,None,14,44,0
Female,Group D,associate's degree,Free/Reduced,Completed,6,54,66
Male,Group D,bachelor's degree,Free/Reduced,Completed,88,7,85
Male,Group A,master's degree,Free/Reduced,Completed,58,93,51
Male,Group E,associate's degree,Standard,None,96,24,25
Female,Group E,associate's degree,Standard,Completed,15,52,9
Female,Group E,some college,Standard,None,43,77,15
Male,Group B,some college,Standard,Completed,6,76,61
Female,Group E,some college,Standard,None,34,83,72
Male,Group D,some college,Free/Reduced,Completed,2,0,36
Female,Group B,bachelor's degree,Free/Reduced,Completed,10,24,94
Female,Group D,high school,Standard,None,80,40,48
Male,Group A,bachelor's degree,Free/Reduced,None,94,54,66
Male,Group C,some high school,Free/Reduced,Completed,18,89,80
Male,Group C,some college,Free/Reduced,Completed,72,70,45
Female,Group B,some college,Free/Reduced,None,72,28,34
Female,Group C,master's degree,Free/Reduced,None,70,51,9
Male,Group C,some high school,Free/Reduced,None,10,21,12
Male,Group C,master's degree,Standard,Completed,82,53,90
Male,Group C,high school,Standard,Completed,64,74,79
Male,Group E,some college,Standard,None,48,100,73
Male,Group B,associate's degree,Free/Reduced,Completed,67,69,89
Male,Group E,high school,Standard,None,83,84,23
Female,Group C,associate's degree,Free/Reduced,None,7,50,77
Female,Group D,bachelor's degree,Standard,None,15,84,20
Female,Group B,some college,Standard,None,18,14,64
Male,Group E,some high school,Standard,Completed,81,31,38
Female,Group C,some college,Free/Reduced,Completed,70,26,29
Male,Group A,high school,Free/Reduced,None,35,17,67
Male,Group C,master's degree,Standard,None,59,81,66
Female,Group C,master's degree,Standard,Completed,84,35,87
Female,Group B,bachelor's degree,Standard,None,57,80,13
Female,Group A,some high school,Free/Reduced,None,77,33,79
Female,Group B,some college,Free/Reduced,None,53,78,51
Male,Group E,bachelor's degree,Free/Reduced,None,39,44,17
Female,Group D,some high school,Free/Reduced,None,61,5,67
Male,Group A,some high school,Standard,Completed,35,70,59
Female,Group B,high school,Standard,None,91,75,25
Female,Group E,associate's degree,Free/Reduced,Completed,25,35,29
Female,Group E,high school,Standard,None,12,27,53
Female,Group A,some college,Standard,Completed,35,11,53
Female,Group E,high school,Free/Reduced,Completed,5,2,23
Male,Group D,high school,Standard,None,59,83,90
Female,Group C,master's degree,Free/Reduced,None,62,12,71
Female,Group C,some college,Standard,None,69,59,38
Male,Group B,some high school,Standard,None,30,99,64
Female,Group A,some high school,Free/Reduced,None,85,17,75
Male,Group A,some college,Standard,None,61,58,23
Female,Group E,bachelor's degree,Standard,Completed,27,55,18
Male,Group B,bachelor's degree,Free/Reduced,Completed,32,20,10
Male,Group E,some college,Standard,Completed,80,44,7
Female,Group D,high school,Free/Reduced,None,79,76,88
Female,Group A,high school,Free/Reduced,None,52,61,47
Male,Group D,master's degree,Standard,Completed,10,0,68
Female,Group B,bachelor's degree,Standard,None,20,66,27
Male,Group E,associate's degree,Standard,Completed,25,24,85
Female,Group E,high school,Free/Reduced,None,11,93,62
Female,Group A,bachelor's degree,Free/Reduced,Completed,96,34,90
Female,Group C,master's degree,Free/Reduced,Completed,54,97,78
Male,Group B,some high school,Standard,None,77,19,65
Female,Group E,high school,Free/Reduced,None,68,67,41
Male,Group E,some high school,Standard,None,81,68,27
Male,Group A,associate's degree,Free/Reduced,Completed,43,22,55
Male,Group D,some college,Standard,None,44,92,4
Male,Group A,bachelor's degree,Free/Reduced,Completed,45,98,40
Male,Group A,associate's degree,Free/Reduced,Completed,42,28,83
Female,Group B,some college,Free/Reduced,Completed,90,88,18
Female,Group C,associate's degree,Standard,Completed,21,32,84
Female,Group B,bachelor's degree,Free/Reduced,None,68,61,27
Male,Group E,master's degree,Standard,None,74,72,20
Male,Group B,associate's degree,Standard,Completed,80,27,52
Female,Group E,associate's degree,Standard,None,97,62,57
Female,Group C,high school,Free/Reduced,None,76,96,23
Female,Group D,high school,Free/Reduced,None,91,11,44
Male,Group A,bachelor's degree,Free/Reduced,Completed,72,65,77
Female,Group C,some high school,Free/Reduced,Completed,15,69,90
Male,Group D,associate's degree,Free/Reduced,None,50,47,28
Female,Group C,high school,Standard,None,21,30,98
Male,Group B,master's degree,Standard,None,99,90,95
Male,Group E,master's degree,Free/Reduced,None,58,34,92
Male,Group E,some college,Free/Reduced,None,97,1,7
Male,Group A,some high school,Free/Reduced,Completed,32,59,84
Female,Group A,associate's degree,Standard,None,50,42,30
Male,Group D,bachelor's degree,Standard,Completed,74,61,30
Male,Group C,high school,Free/Reduced,Completed,17,70,31
Male,Group C,bachelor's degree,Standard,Completed,88,50,92
Male,Group C,bachelor's degree,Standard,None,4,68,13
Male,Group A,bachelor's degree,Standard,None,0,92,63
Male,Group C,some high school,Standard,None,95,90,29
Male,Group D,associate's degree,Standard,Completed,7,25,34
Male,Group D,some high school,Standard,None,7,99,88
Male,Group C,master's degree,Free/Reduced,None,71,91,56
Female,Group B,some college,Standard,Completed,67,24,99
Male,Group C,some college,Standard,Completed,4,33,53
Female,Group E,associate's degree,Standard,None,41,57,86
Male,Group E,associate's degree,Free/Reduced,Completed,98,20,3
Female,Group D,high school,Free/Reduced,Completed,16,56,23
Male,Group C,master's degree,Standard,Completed,90,45,47
Female,Group B,some high school,Free/Reduced,Completed,8,2,80
Female,Group E,high school,Free/Reduced,None,16,60,64
Male,Group B,associate's degree,Standard,None,3,24,95
Male,Group A,some college,Free/Reduced,None,42,35,36
Female,Group E,some college,Standard,None,67,29,33
Female,Group A,high school,Free/Reduced,None,29,63,91
Female,Group E,associate's degree,Standard,Completed,91,84,56
Female,Group B,master's degree,Standard,Completed,30,62,72
Male,Group D,bachelor's degree,Free/Reduced,None,57,31,46
Male,Group C,some high school,Standard,None,34,12,15
Male,Group D,some college,Free/Reduced,Completed,37,56,46
Male,Group A,high school,Free/Reduced,None,91,40,76
Female,Group D,high school,Free/Reduced,Completed,9,23,75
Female,Group D,some high school,Standard,None,91,95,76
Female,Group D,high school,Standard,Completed,48,40,81
Female,Group D,some high school,Free/Reduced,Completed,34,34,40
Male,Group A,bachelor's degree,Free/Reduced,None,16,100,23
Female,Group D,associate's degree,Free/Reduced,None,15,74,93
Male,Group B,master's degree,Standard,Completed,87,10,45
Female,Group C,high school,Free/Reduced,None,69,87,40
Female,Group D,associate's degree,Free/Reduced,None,92,31,28
Female,Group C,associate's degree,Free/Reduced,Completed,10,67,100
Male,Group A,associate's degree,Free/Reduced,None,24,23,55
Female,Group E,some high school,Standard,Completed,4,14,41
Male,Group B,master's degree,Standard,Completed,33,75,14
Female,Group C,some high school,Standard,Completed,67,94,68
Male,Group B,bachelor's degree,Free/Reduced,None,6,4,5
Female,Group C,master's degree,Free/Reduced,Completed,98,2,91
Male,Group D,some high school,Standard,Completed,63,100,2
Male,Group E,master's degree,Standard,None,97,78,70
Male,Group A,associate's degree,Standard,None,74,58,85
Female,Group A,master's degree,Standard,None,19,17,91
Female,Group A,some high school,Standard,Completed,65,51,20
Female,Group C,high school,Free/Reduced,None,46,90,68
Male,Group E,associate's degree,Free/Reduced,None,17,19,85
Male,Group A,some college,Free/Reduced,Completed,93,99,33
Male,Group B,high school,Free/Reduced,None,92,21,23
Female,Group E,bachelor's degree,Standard,Completed,70,72,18
Female,Group A,some high school,Free/Reduced,None,37,72,100
Male,Group A,bachelor's degree,Standard,Completed,87,38,75
Female,Group C,bachelor's degree,Standard,None,90,97,67
Male,Group B,some college,Free/Reduced,None,6,27,97
Female,Group D,high school,Standard,None,1,17,76
Male,Group C,some high school,Free/Reduced,None,44,61,34
Female,Group B,high school,Standard,None,2,45,5
Female,Group A,some college,Free/Reduced,None,13,44,72
Female,Group E,bachelor's degree,Free/Reduced,Completed,64,60,42
Male,Group C,associate's degree,Standard,Completed,52,10,93
Female,Group E,high school,Free/Reduced,None,77,75,37
Male,Group C,master's degree,Standard,Completed,24,84,21
Male,Group C,some college,Standard,None,95,29,40
Female,Group B,bachelor's degree,Standard,None,100,7,56
Male,Group B,associate's degree,Free/Reduced,None,32,43,43
Male,Group E,associate's degree,Standard,Completed,80,74,43
Female,Group B,some college,Standard,Completed,81,12,7
Female,Group B,bachelor's degree,Standard,Completed,98,39,0
Female,Group D,bachelor's degree,Standard,None,86,79,28
Female,Group D,associate's degree,Standard,Completed,90,56,10
Female,Group A,bachelor's degree,Standard,Completed,27,47,98
Female,Group A,some high school,Free/Reduced,Completed,64,44,48
Male,Group A,associate's degree,Standard,Completed,24,30,46
Female,Group A,bachelor's degree,Free/Reduced,None,33,10,52
Female,Group C,high school,Free/Reduced,None,17,32,3
Female,Group C,bachelor's degree,Free/Reduced,None,50,83,92
Male,Group C,master's degree,Standard,Completed,14,38,64
Female,Group A,associate's degree,Free/Reduced,None,71,9,76
Female,Group B,master's degree,Standard,None,32,23,10
Male,Group B,associate's degree,Free/Reduced,None,63,100,2
Female,Group D,high school,Standard,Completed,80,55,84
Female,Group B,some college,Standard,Completed,91,17,91
Female,Group A,high school,Standard,Completed,68,7,3
Female,Group E,high school,Standard,None,90,58,73
Male,Group E,high school,Standard,Completed,52,10,10
Female,Group B,master's degree,Standard,None,14,8,2
Female,Group E,some high school,Free/Reduced,Completed,17,44,10
Female,Group B,high school,Free/Reduced,None,64,30,77
Female,Group C,associate's degree,Standard,Completed,26,8,97
Female,Group C,associate's degree,Standard,None,52,13,2
Male,Group A,some college,Standard,None,100,95,49
Male,Group A,master's degree,Standard,None,49,74,46
Female,Group E,master's degree,Standard,None,33,11,9
Female,Group E,some college,Standard,None,39,44,37
Female,Group C,master's degree,Free/Reduced,Completed,6,55,18
Male,Group E,high school,Free/Reduced,Completed,12,90,100
Female,Group A,master's degree,Standard,Completed,9,45,12
Male,Group C,bachelor's degree,Free/Reduced,Completed,4,69,60
Male,Group D,some high school,Free/Reduced,Completed,75,74,76
Male,Group C,high school,Free/Reduced,Completed,19,95,13
Male,Group C,bachelor's degree,Free/Reduced,Completed,60,26,33
Male,Group D,high school,Free/Reduced,Completed,44,42,16
Female,Group D,associate's degree,Free/Reduced,None,45,43,43
Female,Group E,master's degree,Standard,Completed,8,46,31
Female,Group B,high school,Free/Reduced,Completed,53,81,62
Female,Group E,bachelor's degree,Free/Reduced,Completed,83,45,58
Female,Group B,associate's degree,Standard,None,83,59,79
Male,Group A,bachelor's degree,Standard,Completed,99,1,35
Male,Group C,bachelor's degree,Free/Reduced,Completed,90,14,35
Female,Group A,some college,Standard,Completed,58,48,43
Male,Group B,high school,Free/Reduced,Completed,77,96,90
Male,Group E,master's degree,Free/Reduced,None,36,54,25
Male,Group B,some college,Standard,Completed,72,94,16
Male,Group A,master's degree,Standard,Completed,31,96,31
Female,Group A,master's degree,Standard,None,17,62,97
Male,Group E,master's degree,Free/Reduced,None,77,29,16
Female,Group A,master's degree,Free/Reduced,Completed,74,100,96
Male,Group E,some high school,Free/Reduced,Completed,0,21,41
Female,Group C,some college,Free/Reduced,None,94,56,66
Male,Group D,some college,Free/Reduced,Completed,20,19,96
Female,Group C,master's degree,Standard,None,71,7,19
Male,Group B,some college,Free/Reduced,Completed,84,44,8
Female,Group B,master's degree,Standard,Completed,75,59,72
Female,Group B,high school,Standard,Completed,67,60,93
Male,Group E,some high school,Standard,Completed,8,42,34
Male,Group B,high school,Standard,Completed,57,71,72
Male,Group E,bachelor's degree,Free/Reduced,None,38,95,4
Female,Group B,bachelor's degree,Standard,None,91,65,42
Male,Group C,associate's degree,Standard,None,19,4,15
Female,Group B,high school,Free/Reduced,Completed,67,85,94
Female,Group E,bachelor's degree,Standard,None,13,34,22
Male,Group C,some high school,Free/Reduced,Completed,25,25,89
Male,Group B,associate's degree,Standard,None,50,18,5
Male,Group A,master's degree,Standard,Completed,29,36,86
Male,Group E,master's degree,Free/Reduced,None,55,54,33
Male,Group E,bachelor's degree,Free/Reduced,Completed,42,17,56
Male,Group E,high school,Standard,None,17,42,85
Female,Group D,master's degree,Standard,None,53,13,20
Female,Group E,associate's degree,Standard,Completed,2,17,46
Female,Group D,master's degree,Standard,None,98,74,54
Male,Group E,master's degree,Free/Reduced,Completed,0,21,49
Female,Group D,some college,Free/Reduced,Completed,35,2,30
Male,Group B,high school,Free/Reduced,Completed,51,32,36
Female,Group E,high school,Standard,None,29,93,12
Male,Group A,bachelor's degree,Standard,None,42,9,8
Female,Group E,master's degree,Standard,Completed,78,60,21
Male,Group C,some high school,Standard,Completed,17,25,92
Female,Group D,high school,Free/Reduced,None,99,82,79
Female,Group E,some high school,Standard,None,9,92,48
Male,Group B,some high school,Free/Reduced,None,92,74,19
Female,Group A,some college,Free/Reduced,None,50,79,76
Male,Group B,master's degree,Standard,Completed,75,53,30
Male,Group E,associate's degree,Free/Reduced,None,25,27,98
Female,Group A,high school,Standard,Completed,79,75,34
Male,Group B,high school,Free/Reduced,Completed,3,13,88
Male,Group E,bachelor's degree,Standard,Completed,0,39,51
Male,Group E,bachelor's degree,Standard,Completed,66,80,74
Male,Group E,associate's degree,Free/Reduced,Completed,13,100,61
Male,Group C,some college,Standard,Completed,53,12,37
Male,Group E,bachelor's degree,Standard,None,46,21,16
Female,Group E,associate's degree,Free/Reduced,Completed,99,66,97
Female,Group C,high school,Standard,Completed,61,26,41
Male,Group A,some high school,Standard,None,7,52,99
Male,Group D,some high school,Standard,Completed,19,87,5
Female,Group E,some college,Free/Reduced,Completed,94,22,68
Female,Group D,some high school,Free/Reduced,Completed,46,79,0
Male,Group A,some college,Standard,None,25,63,1
Female,Group A,high school,Standard,Completed,30,52,58
Male,Group E,associate's degree,Standard,None,47,27,5
Female,Group C,master's degree,Standard,None,6,68,49
Female,Group B,high school,Free/Reduced,Completed,34,35,23
Female,Group C,associate's degree,Free/Reduced,None,72,35,38
Female,Group E,some high school,Free/Reduced,Completed,28,82,23
Female,Group E,high school,Free/Reduced,Completed,62,90,34
Female,Group A,high school,Free/Reduced,Completed,45,54,77
Male,Group C,master's degree,Free/Reduced,None,1,25,6
Female,Group A,associate's degree,Standard,Completed,51,88,87
Male,Group B,bachelor's degree,Standard,Completed,88,60,54
Female,Group A,bachelor's degree,Standard,Completed,83,28,62
Male,Group A,bachelor's degree,Free/Reduced,Completed,81,75,63
Male,Group C,bachelor's degree,Free/Reduced,None,100,10,1
Male,Group D,some college,Standard,Completed,10,56,90
Male,Group D,some high school,Free/Reduced,Completed,45,27,4
Female,Group E,master's degree,Standard,None,89,63,80
Female,Group C,high school,Free/Reduced,None,95,52,85
Male,Group B,some college,Standard,Completed,30,14,6
Female,Group C,associate's degree,Standard,Completed,96,25,11
Male,Group A,some high school,Free/Reduced,Completed,100,7,84
Female,Group B,high school,Free/Reduced,Completed,83,62,64
Female,Group E,bachelor's degree,Free/Reduced,Completed,39,60,1
Male,Group B,some college,Standard,Completed,78,5,10
Female,Group A,high school,Free/Reduced,None,42,14,24
Male,Group E,associate's degree,Free/Reduced,Completed,12,68,85
Female,Group B,master's degree,Standard,None,23,80,29
Male,Group B,some high school,Standard,None,48,36,99
Male,Group B,master's degree,Standard,Completed,16,47,56
Male,Group B,master's degree,Free/Reduced,None,69,45,66
Male,Group A,some high school,Free/Reduced,None,74,63,15
Female,Group E,some high school,Standard,Completed,27,93,83
Female,Group C,associate's degree,Standard,Completed,47,38,21
Female,Group A,associate's degree,Standard,None,35,69,97
Male,Group C,some high school,Free/Reduced,None,12,60,70
Female,Group A,bachelor's degree,Standard,None,67,82,97
Female,Group D,some high school,Standard,Completed,64,84,38
Male,Group A,master's degree,Free/Reduced,Completed,19,44,59
Male,Group A,some high school,Standard,Completed,3,44,88
Male,Group E,some college,Standard,Completed,48,87,30
Female,Group B,associate's degree,Free/Reduced,Completed,3,64,91
Male,Group E,associate's degree,Free/Reduced,Completed,85,41,22
Male,Group A,master's degree,Standard,Completed,38,24,34
Male,Group A,associate's degree,Standard,None,54,10,72
Female,Group A,associate's degree,Free/Reduced,None,35,74,24
Female,Group C,associate's degree,Standard,None,83,48,13
Male,Group D,associate's degree,Free/Reduced,Completed,80,71,96
Male,Group E,some high school,Free/Reduced,None,89,84,6
Male,Group C,some high school,Standard,None,36,99,57
Female,Group D,high school,Free/Reduced,None,44,58,47
Male,Group D,some college,Standard,Completed,2,2,75
Male,Group C,associate's degree,Free/Reduced,None,12,52,54
Male,Group B,some high school,Free/Reduced,Completed,12,69,12
Female,Group E,some college,Free/Reduced,None,62,47,13
Male,Group D,high school,Standard,Completed,68,55,89
Male,Group A,associate's degree,Free/Reduced,Completed,25,35,68
Female,Group A,some college,Free/Reduced,Completed,72,22,100
Female,Group A,high school,Free/Reduced,None,63,52,7
Male,Group E,bachelor's degree,Free/Reduced,Completed,62,15,31
Female,Group A,some college,Standard,Completed,43,45,28
Female,Group C,master's degree,Standard,None,85,24,62
Female,Group E,bachelor's degree,Free/Reduced,None,22,44,10
Female,Group E,high school,Free/Reduced,None,70,14,77
Male,Group B,master's degree,Standard,Completed,14,6,15
Male,Group A,master's degree,Standard,Completed,70,63,98
Female,Group E,high school,Free/Reduced,Completed,16,15,58
Male,Group A,master's degree,Free/Reduced,None,47,98,41
Male,Group B,some college,Free/Reduced,Completed,41,37,44
Female,Group D,bachelor's degree,Standard,Completed,85,59,30
Female,Group E,some college,Free/Reduced,None,14,66,67
Male,Group C,associate's degree,Free/Reduced,Completed,54,86,98
Female,Group B,master's degree,Free/Reduced,Completed,100,17,42
Female,Group C,master's degree,Standard,Completed,19,58,86
Female,Group C,some college,Free/Reduced,Completed,99,98,78
Male,Group E,master's degree,Standard,None,43,83,88
Male,Group E,high school,Free/Reduced,None,63,0,56
Male,Group E,associate's degree,Free/Reduced,None,17,91,91
Male,Group E,some college,Free/Reduced,Completed,21,49,71
Male,Group D,some college,Standard,None,33,16,12
Male,Group D,high school,Free/Reduced,None,15,98,27
Male,Group D,some high school,Free/Reduced,Completed,93,39,16
Female,Group B,some college,Free/Reduced,None,32,39,50
Female,Group D,some college,Standard,None,76,41,22
Female,Group B,some high school,Free/Reduced,None,81,36,60
Female,Group A,associate's degree,Free/Reduced,Completed,3,67,89
Female,Group E,associate's degree,Standard,None,39,70,62
Male,Group C,master's degree,Standard,Completed,85,12,79
Male,Group C,associate's degree,Free/Reduced,Completed,6,52,58
Female,Group D,associate's degree,Free/Reduced,None,97,42,79
Female,Group C,master's degree,Free/Reduced,None,19,70,47
Female,Group B,high school,Standard,Completed,72,14,52
Male,Group B,associate's degree,Free/Reduced,None,97,9,22
Female,Group D,bachelor's degree,Standard,Completed,1,67,40
Female,Group D,bachelor's degree,Free/Reduced,Completed,26,25,34
Male,Group D,some high school,Free/Reduced,None,90,60,60
Male,Group A,high school,Standard,Completed,76,26,64
Male,Group D,some college,Standard,Completed,3,51,98
Male,Group A,high school,Free/Reduced,Completed,53,99,11
Male,Group B,high school,Free/Reduced,None,57,37,22
Female,Group C,some high school,Standard,None,17,34,44
Female,Group D,associate's degree,Standard,Completed,93,83,30
Male,Group D,some college,Standard,None,91,66,31
Male,Group C,high school,Free/Reduced,None,87,85,86
Male,Group A,associate's degree,Free/Reduced,None,62,45,96
Female,Group A,associate's degree,Free/Reduced,Completed,74,28,99
Male,Group C,associate's degree,Standard,None,72,24,98
Male,Group B,some high school,Standard,Completed,50,71,87
Male,Group E,some high school,Free/Reduced,None,27,95,74
Female,Group B,high school,Free/Reduced,Completed,100,82,73
Female,Group D,master's degree,Free/Reduced,None,37,98,92
Female,Group B,some college,Free/Reduced,Completed,95,80,70
Female,Group B,associate's degree,Standard,Completed,40,74,64
Male,Group D,associate's degree,Standard,Completed,44,17,60
Female,Group B,some college,Standard,None,40,45,98
Male,Group C,some college,Standard,None,83,49,42
Male,Group B,some college,Free/Reduced,None,3,98,66
Male,Group A,some college,Free/Reduced,Completed,100,65,88
Male,Group A,bachelor's degree,Free/Reduced,Completed,35,28,70
Female,Group D,some high school,Free/Reduced,None,43,96,67
Female,Group A,associate's degree,Standard,None,31,7,100
Male,Group E,master's degree,Free/Reduced,None,12,55,70
Female,Group A,master's degree,Free/Reduced,None,89,17,40
Female,Group A,some college,Standard,None,87,62,56
Male,Group C,high school,Free/Reduced,Completed,16,59,61
Female,Group B,bachelor's degree,Free/Reduced,Completed,36,79,84
Male,Group E,some high school,Free/Reduced,Completed,48,52,49
Female,Group C,master's degree,Standard,None,74,76,85
Male,Group C,some high school,Standard,None,38,82,33
Female,Group C,associate's degree,Standard,Completed,75,50,88
Male,Group A,bachelor's degree,Standard,None,55,44,66
Female,Group C,bachelor's degree,Free/Reduced,Completed,69,20,24
Female,Group C,bachelor's degree,Standard,None,94,19,30
Female,Group C,associate's degree,Free/Reduced,Completed,67,77,68
Male,Group C,some college,Free/Reduced,None,46,72,30
Male,Group A,high school,Free/Reduced,None,0,27,88
Female,Group E,bachelor's degree,Free/Reduced,None,96,72,76
Male,Group A,some college,Standard,None,30,7,29
Male,Group B,master's degree,Free/Reduced,None,42,62,34
Male,Group A,some college,Free/Reduced,None,12,42,11
Male,Group B,high school,Free/Reduced,None,46,39,25
Male,Group A,some high school,Free/Reduced,None,76,28,63
Female,Group C,bachelor's degree,Standard,None,88,31,80
Female,Group C,bachelor's degree,Free/Reduced,Completed,30,71,63
Male,Group B,high school,Free/Reduced,Completed,0,28,80
Male,Group E,some high school,Free/Reduced,Completed,93,82,77
Male,Group A,some college,Standard,None,6,98,38
Male,Group C,some high school,Standard,None,3,40,9
Male,Group B,some college,Free/Reduced,Completed,30,94,13
Female,Group E,bachelor's degree,Free/Reduced,Completed,87,98,33
Female,Group B,high school,Free/Reduced,None,99,79,2
Female,Group D,some high school,Standard,Completed,72,25,60
Male,Group C,bachelor's degree,Free/Reduced,Completed,19,67,60
Female,Group A,master's degree,Standard,None,62,93,48
Male,Group B,bachelor's degree,Free/Reduced,Completed,76,20,96
Male,Group D,some high school,Free/Reduced,Completed,70,27,8
Male,Group A,some college,Standard,None,14,81,95
Female,Group D,high school,Standard,None,93,72,74
Male,Group A,some college,Standard,Completed,89,30,64
Female,Group C,high school,Free/Reduced,Completed,40,10,80
Female,Group C,bachelor's degree,Free/Reduced,Completed,94,41,47
Female,Group E,some high school,Free/Reduced,None,57,62,7
Male,Group B,associate's degree,Standard,Completed,69,28,33
Male,Group C,high school,Free/Reduced,None,96,9,20
Female,Group B,high school,Free/Reduced,Completed,83,33,21
Male,Group E,associate's degree,Free/Reduced,Completed,27,65,83
Female,Group D,associate's degree,Free/Reduced,None,79,50,46
Female,Group C,some college,Standard,None,24,38,66
Male,Group C,some high school,Free/Reduced,None,56,79,25
Female,Group D,associate's degree,Free/Reduced,None,45,39,94
Female,Group A,associate's degree,Standard,Completed,20,62,76
Male,Group B,some high school,Standard,Completed,86,37,4
Female,Group E,bachelor's degree,Standard,None,55,5,87
Female,Group D,associate's degree,Free/Reduced,Completed,56,31,41
Male,Group C,master's degree,Free/Reduced,Completed,10,28,77
Male,Group B,some high school,Standard,None,0,30,4
Male,Group A,master's degree,Standard,None,6,85,13
Female,Group C,master's degree,Standard,Completed,38,25,30
Female,Group C,master's degree,Standard,Completed,19,73,8
Female,Group C,bachelor's degree,Free/Reduced,Completed,11,96,12
Female,Group E,associate's degree,Standard,Completed,31,69,61
Male,Group B,associate's degree,Standard,Completed,75,81,98
Female,Group A,some high school,Free/Reduced,None,78,10,67
Male,Group B,some high school,Standard,None,48,92,28
Female,Group C,some college,Free/Reduced,Completed,44,59,3
Male,Group C,high school,Free/Reduced,None,59,60,0
Female,Group E,associate's degree,Free/Reduced,Completed,11,96,59
Male,Group B,master's degree,Free/Reduced,None,77,16,58
Male,Group E,some high school,Standard,None,35,68,81
Female,Group E,associate's degree,Free/Reduced,None,82,90,41
Male,Group D,bachelor's degree,Free/Reduced,Completed,15,84,95
Male,Group C,associate's degree,Free/Reduced,Completed,64,42,46
Male,Group B,some college,Free/Reduced,None,88,32,59
Female,Group C,some college,Standard,None,19,30,65
Male,Group E,some college,Free/Reduced,Completed,94,18,43
Male,Group D,high school,Standard,Completed,25,69,71
Female,Group A,some college,Standard,Completed,34,96,1
Female,Group B,bachelor's degree,Free/Reduced,Completed,62,97,40
Male,Group B,associate's degree,Standard,Completed,18,9,5
Female,Group C,bachelor's degree,Free/Reduced,None,39,30,25
Male,Group E,associate's degree,Free/Reduced,None,62,75,1
Female,Group B,some high school,Free/Reduced,Completed,97,71,0
Male,Group C,associate's degree,Standard,None,15,25,13
Female,Group C,high school,Standard,None,23,81,62
Male,Group E,some college,Free/Reduced,None,2,60,57
Female,Group D,some high school,Free/Reduced,None,52,4,81
Male,Group A,some high school,Standard,None,46,55,98
Female,Group E,some high school,Standard,None,71,82,70
Male,Group D,high school,Free/Reduced,None,62,64,79
Male,Group B,high school,Standard,None,17,23,17
Female,Group A,master's degree,Standard,None,43,94,41
Female,Group B,master's degree,Free/Reduced,None,37,21,91
Female,Group B,high school,Standard,Completed,90,99,33
Female,Group C,bachelor's degree,Free/Reduced,Completed,64,12,79
Female,Group D,master's degree,Standard,Completed,62,4,17
Male,Group C,some high school,Free/Reduced,None,8,79,54
Male,Group D,bachelor's degree,Standard,None,44,89,25
Female,Group D,high school,Free/Reduced,Completed,92,61,47
Female,Group C,high school,Free/Reduced,Completed,34,92,89
Female,Group D,high school,Standard,None,1,22,86
Male,Group B,high school,Free/Reduced,None,78,86,85
Male,Group C,some college,Free/Reduced,None,74,34,87
Female,Group A,master's degree,Standard,None,1,75,23
Male,Group C,some college,Free/Reduced,Completed,22,22,2
Male,Group E,bachelor's degree,Free/Reduced,None,95,60,36
Male,Group D,some high school,Free/Reduced,Completed,2,33,89
Male,Group E,associate's degree,Standard,None,21,34,60
Male,Group D,high school,Free/Reduced,None,11,6,72
Male,Group C,high school,Free/Reduced,None,92,43,76
Male,Group C,high school,Free/Reduced,None,100,36,57
Male,Group C,high school,Free/Reduced,Completed,47,43,60
Female,Group D,bachelor's degree,Standard,Completed,17,41,37
Female,Group E,some high school,Free/Reduced,None,41,3,53
Male,Group C,bachelor's degree,Standard,None,79,12,82
Male,Group D,some college,Free/Reduced,Completed,48,41,73
Male,Group A,some college,Standard,None,44,39,62
Male,Group C,some high school,Standard,Completed,17,78,60
Female,Group E,master's degree,Free/Reduced,Completed,48,87,70
Male,Group A,associate's degree,Free/Reduced,Completed,96,5,47
Male,Group E,some college,Standard,None,33,28,7
Male,Group E,some college,Standard,None,1,35,89
Female,Group A,associate's degree,Standard,Completed,96,61,90
Male,Group D,some high school,Standard,Completed,27,30,91
Female,Group B,master's degree,Standard,Completed,81,52,21
Female,Group C,high school,Free/Reduced,Completed,88,64,19
Female,Group E,bachelor's degree,Standard,Completed,27,78,16
Male,Group E,high school,Free/Reduced,Completed,51,7,60
Male,Group B,high school,Free/Reduced,Completed,20,13,81
Male,Group B,some college,Free/Reduced,None,96,50,23
Female,Group B,master's degree,Free/Reduced,Completed,95,85,6
Male,Group C,some college,Standard,Completed,81,47,38
Female,Group A,some college,Standard,None,66,4,23
Female,Group E,some college,Free/Reduced,None,81,78,70
Female,Group C,high school,Free/Reduced,None,29,12,10
Female,Group E,master's degree,Free/Reduced,None,31,11,0
Female,Group B,master's degree,Standard,None,90,15,2
Male,Group E,some high school,Free/Reduced,Completed,40,57,6
Female,Group A,master's degree,Free/Reduced,Completed,11,9,35
Male,Group E,some college,Free/Reduced,Completed,63,36,36
Female,Group C,some college,Standard,Completed,40,23,20
Female,Group E,some college,Standard,None,22,90,75
Male,Group B,some high school,Standard,Completed,46,61,59
Female,Group C,associate's degree,Standard,None,92,34,43
Female,Group C,high school,Standard,None,18,32,66
Female,Group A,bachelor's degree,Free/Reduced,Completed,37,45,48
Female,Group B,some high school,Standard,None,42,13,23
